configuration,n_runs,pipeline_success_rate,mean_pipeline_time_seconds,mean_scanner_time_seconds,mean_findings_initial,mean_findings_residual,mean_recall,mean_precision,mean_auto_remediation_rate,mean_mttr_seconds,mean_mttd_seconds
C1_NonBlockingScanning,15,1.0,14.671362006672037,14.552386093337555,18.6,18.6,0.0,0.0,0.0,0.0,9.015545666666666
C2_AutoScanning,15,1.0,14.132657453328527,14.013279146704978,18.6,18.6,0.0,0.0,0.0,0.0,8.663942133333334
C3_PolicyOnly,15,0.8,14.926080486671223,14.611037419988618,18.6,18.6,0.0,0.0,0.0,0.0,9.079639666666667
C4_AgentsOnly,15,1.0,27.92392258667775,27.350185766680323,18.6,15.4,0.0,0.0,0.11794871794871795,0.0061364666666666665,8.659217133333334
C5_SecFlowOps,15,0.8,28.637095473322553,27.966778599986963,18.6,15.4,0.0,0.0,0.11794871794871795,0.0057554,8.670797733333334
