configuration,n_runs,mean_pipeline_time_seconds,median_pipeline_time_seconds,stdev_pipeline_time_seconds,mean_build_time_seconds,median_build_time_seconds,stdev_build_time_seconds,mean_initial_scanner_time_seconds,median_initial_scanner_time_seconds,stdev_initial_scanner_time_seconds,mean_post_scanner_time_seconds,median_post_scanner_time_seconds,stdev_post_scanner_time_seconds,mean_total_scanner_time_seconds,median_total_scanner_time_seconds,stdev_total_scanner_time_seconds,mean_remediation_time_seconds,median_remediation_time_seconds,stdev_remediation_time_seconds,mean_policy_time_seconds,median_policy_time_seconds,stdev_policy_time_seconds
C0_BuildOnly,15,0.2463282599967594,0.20296670001698658,0.09258468687049008,0.2424311799889741,0.19944260001648217,0.09220402859026902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1_NonBlockingScanning,15,9.180856180000895,8.51643860002514,1.6605263369985392,0.2198798666591756,0.19795719999819994,0.0547181929393854,8.896947740010607,8.261816600046586,1.598879048719659,0.0,0.0,0.0,8.896947740010607,8.261816600046586,1.598879048719659,0.0,0.0,0.0,0.0,0.0,0.0
C2_AutoScanning,15,9.322681360001054,8.904143300023861,1.6475270845707681,0.23658667999940614,0.23748249997152016,0.037689552194071475,9.028047726664227,8.541602000012062,1.648973824502015,0.0,0.0,0.0,9.028047726664227,8.541602000012062,1.648973824502015,0.0,0.0,0.0,0.0,0.0,0.0
C3_PolicyOnly,15,9.345072386673808,9.2334039999987,1.0151750243559585,0.22756740666615466,0.2066177999950014,0.04145775781283403,8.93501253335271,8.854330800008029,0.9768862372713727,0.0,0.0,0.0,8.93501253335271,8.854330800008029,0.9768862372713727,0.0,0.0,0.0,0.11252369999807948,0.11120090004988015,0.022689530688248142
C4_AgentsOnly,15,17.75896838666328,16.986560699995607,1.8057962473327624,0.2362825133255683,0.22199620003812015,0.054235853417273695,8.81993013334771,8.415962500032037,1.1152228791324317,8.29495035999765,8.135419500002172,0.8231867699422967,17.11488049334536,16.436822300078347,1.7588676029152925,0.29735472666022056,0.27777280000736937,0.07697134467026236,0.0,0.0,0.0
C5_SecFlowOps,15,18.121555433340838,17.41109539999161,1.9689955276962927,0.21444661332837617,0.21599320002133027,0.025981294905188284,8.819219806670056,8.576759200019296,0.9472941562548538,8.552818073343952,8.110799900081474,1.1415204333739426,17.37203788001401,16.735714000067674,1.8891786572131959,0.2877546066767536,0.2648182000266388,0.08248173724440583,0.12106608666945248,0.10581699997419491,0.042045162023809875
