configuration,n_runs,pipeline_success_rate,mean_pipeline_time_seconds,mean_scanner_time_seconds,mean_findings_initial,mean_findings_residual,mean_recall,mean_precision,mean_auto_remediation_rate,mean_mttr_seconds,mean_mttd_seconds
C0_BuildOnly,15,1.0,0.2463282599967594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1_NonBlockingScanning,15,1.0,9.180856180000895,8.896947740010607,64.0,64.0,1.0,0.13333333333333333,0.0,0.0,9.177635200000001
C2_AutoScanning,15,1.0,9.322681360001054,9.028047726664227,64.0,64.0,1.0,0.13333333333333333,0.0,0.0,9.31965
C3_PolicyOnly,15,0.0,9.345072386673808,8.93501253335271,64.0,64.0,1.0,0.13333333333333333,0.0,0.0,9.2191642
C4_AgentsOnly,15,1.0,17.75896838666328,17.11488049334536,64.0,16.0,1.0,0.13333333333333333,0.078125,0.29646453333333334,9.113233
C5_SecFlowOps,15,1.0,18.121555433340838,17.37203788001401,64.0,16.0,1.0,0.13333333333333333,0.078125,0.28481586666666664,9.089276466666666
