configuration,n_runs,pipeline_success_rate,mean_pipeline_time_seconds,mean_scanner_time_seconds,mean_findings_initial,mean_findings_residual,mean_recall,mean_precision,mean_auto_remediation_rate,mean_mttr_seconds,mean_mttd_seconds
C1_NonBlockingScanning,1,1.0,37.477792699995916,36.66783769999165,24.0,24.0,0.5,0.041666666666666664,0.0,0.0,37.47572
C3_PolicyOnly,1,1.0,36.8184639000101,35.92548649996752,23.0,23.0,0.5,0.043478260869565216,0.0,0.0,36.69874
