configuration,size_class,n_runs,mean_pipeline_time_seconds,median_pipeline_time_seconds,stdev_pipeline_time_seconds,mean_build_time_seconds,median_build_time_seconds,stdev_build_time_seconds,mean_initial_scanner_time_seconds,median_initial_scanner_time_seconds,stdev_initial_scanner_time_seconds,mean_post_scanner_time_seconds,median_post_scanner_time_seconds,stdev_post_scanner_time_seconds,mean_total_scanner_time_seconds,median_total_scanner_time_seconds,stdev_total_scanner_time_seconds,mean_remediation_time_seconds,median_remediation_time_seconds,stdev_remediation_time_seconds,mean_policy_time_seconds,median_policy_time_seconds,stdev_policy_time_seconds
C0_BuildOnly,small,72,0.2476679874970513,0.21900685000582598,0.0880393455581555,0.24377593750088838,0.21451864996924996,0.08732658607941017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1_NonBlockingScanning,small,72,22.060793373612494,20.69128150001052,4.930235769240208,0.23973289305286016,0.21212549999472685,0.07647484414997562,21.757348245837623,20.4149279500416,4.862997189954784,0.0,0.0,0.0,21.757348245837623,20.4149279500416,4.862997189954784,0.0,0.0,0.0,0.0,0.0,0.0
C2_AutoScanning,small,72,76.41755149166823,20.715126250026515,463.3319217258873,0.23440754721943652,0.2087051499984227,0.08865928479000046,76.12036869861024,20.32550184999127,463.24714272318346,0.0,0.0,0.0,76.12036869861024,20.32550184999127,463.24714272318346,0.0,0.0,0.0,0.0,0.0,0.0
C3_PolicyOnly,small,72,23.001613669442627,20.82776700000977,7.007332540773992,0.2509364013902895,0.21316540002590045,0.1047206260296498,22.508253959726265,20.389204149978468,6.621946328788797,0.0,0.0,0.0,22.508253959726265,20.389204149978468,6.621946328788797,0.0,0.0,0.0,0.16793653750048382,0.10043710001627915,0.36597001048994005
C4_AgentsOnly,small,72,44.17364595972241,41.69150630000513,7.413633825231033,0.2343314638880353,0.21224679998704232,0.06977060430663197,21.719674605555255,20.516907600016566,3.7975240688397367,21.8433474666688,20.511046550032916,4.325843640682126,43.56302207222406,41.09044969998649,7.300067540216036,0.25541555555456497,0.23484009999083355,0.06969523518910185,0.0,0.0,0.0
C5_SecFlowOps,small,72,43.74924434860845,41.40894719999051,7.2895196759218965,0.22744008611011346,0.20707539998693392,0.05748305721459487,21.529894595837202,20.409305450011743,3.793565228889924,21.442607768062672,20.2786006500246,3.9136999786351616,42.97250236389987,40.74525289997109,7.154897310584158,0.2429748277782993,0.22322695000912063,0.06204012422102393,0.1774563930594013,0.10913744999561459,0.23806777539653645
