comparison,metric,n_pairs,mean_delta_seconds,median_delta_seconds,stdev_delta_seconds,min_delta_seconds,max_delta_seconds
C5_vs_C0_total,pipeline_time_seconds,1,43.25907340005506,43.25907340005506,0.0,43.25907340005506,43.25907340005506
C5_vs_C1_incremental,pipeline_time_seconds,1,14.318063299986534,14.318063299986534,0.0,14.318063299986534,14.318063299986534
C3_vs_C1_policy_gate,pipeline_time_seconds,1,-4.753471700008959,-4.753471700008959,0.0,-4.753471700008959,-4.753471700008959
C4_vs_C1_agent_rescan,pipeline_time_seconds,1,12.029121699917596,12.029121699917596,0.0,12.029121699917596,12.029121699917596
C5_vs_C4_policy_increment,pipeline_time_seconds,1,2.288941600068938,2.288941600068938,0.0,2.288941600068938,2.288941600068938
