comparison,metric,n_pairs,mean_delta_seconds,median_delta_seconds,stdev_delta_seconds,min_delta_seconds,max_delta_seconds
C5_vs_C0_total,pipeline_time_seconds,0,0.0,0.0,0.0,0.0,0.0
C5_vs_C1_incremental,pipeline_time_seconds,15,13.965733466650514,13.048159599944483,1.995616282131891,12.085913000046276,18.041744499991182
C3_vs_C1_policy_gate,pipeline_time_seconds,15,0.25471847999918584,-0.26469989999895915,1.55775222971863,-1.448993000027258,3.666270199988503
C4_vs_C1_agent_rescan,pipeline_time_seconds,15,13.252560580005714,12.39279270003317,1.8475932777551876,10.968523600022309,17.396704499959014
C5_vs_C4_policy_increment,pipeline_time_seconds,15,0.7131728866448005,0.5623190000187606,1.0914070227770694,-1.0470818999456242,3.1654021999565884
