run_id,campaign_id,configuration,repo,size_class,origin_type,stack,file_count,loc,repetition,pipeline_success,pipeline_time_seconds,build_time_seconds,initial_trivy_seconds,initial_semgrep_seconds,initial_gitleaks_seconds,post_trivy_seconds,post_semgrep_seconds,post_gitleaks_seconds,initial_scanner_time_seconds,post_scanner_time_seconds,total_scanner_time_seconds,remediation_time_seconds,policy_time_seconds
20260713T191055289131Z_C0_BuildOnly_full_alpha_clean_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_clean,small,controlled_full_protocol,python,8,,1,True,0.22990420000860468,0.22607589996187016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260713T191055599089Z_C1_NonBlockingScanning_full_alpha_clean_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_clean,small,controlled_full_protocol,python,8,,1,True,21.286335100012366,0.22166899999137968,1.5774300000048243,18.859864700003527,0.5727013000287116,0.0,0.0,0.0,21.009996000037063,0.0,21.009996000037063,0.0,0.0
20260713T191116955022Z_C2_AutoScanning_full_alpha_clean_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_clean,small,controlled_full_protocol,python,8,,1,True,20.784435699984897,0.24586480000289157,1.5095365999732167,18.49049900000682,0.4801270999596454,0.0,0.0,0.0,20.480162699939683,0.0,20.480162699939683,0.0,0.0
20260713T191137795158Z_C3_PolicyOnly_full_alpha_clean_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_clean,small,controlled_full_protocol,python,8,,1,True,20.93459190003341,0.20456410001497716,1.5026073000044562,18.55123929999536,0.4910018999944441,0.0,0.0,0.0,20.54484849999426,0.0,20.54484849999426,0.0,0.11344250000547618
20260713T191158783886Z_C4_AgentsOnly_full_alpha_clean_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_clean,small,controlled_full_protocol,python,8,,1,True,42.10104679997312,0.227535700018052,1.9130481000174768,18.415456800023094,0.6410844000056386,1.5038741000462323,18.585517400002573,0.429385400027968,20.96958930004621,20.518776900076773,41.48836620012298,0.264037000015378,0.0
20260713T191240938697Z_C5_SecFlowOps_full_alpha_clean_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_clean,small,controlled_full_protocol,python,8,,1,True,41.80798629997298,0.2409448999678716,1.700862400000915,18.443451699975412,0.5460038000019267,1.4500501000438817,18.364277299959213,0.44961890002014115,20.690317899978254,20.263946300023235,40.95426420000149,0.3605233000125736,0.11727099999552593
20260713T191322819997Z_C0_BuildOnly_full_alpha_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_vulnerable_dependency,small,controlled_full_protocol,python,8,,1,True,0.2407991000218317,0.2378300999989733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260713T191323124177Z_C1_NonBlockingScanning_full_alpha_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_vulnerable_dependency,small,controlled_full_protocol,python,8,,1,True,20.701337400008924,0.21620399999665096,1.5156976000289433,18.453509900020435,0.44424780004192144,0.0,0.0,0.0,20.4134553000913,0.0,20.4134553000913,0.0,0.0
20260713T191343879006Z_C2_AutoScanning_full_alpha_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_vulnerable_dependency,small,controlled_full_protocol,python,8,,1,True,20.520972300029825,0.2181280999793671,1.5141413999954239,18.31005670002196,0.42069500003708526,0.0,0.0,0.0,20.24489310005447,0.0,20.24489310005447,0.0,0.0
20260713T191404480245Z_C3_PolicyOnly_full_alpha_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_vulnerable_dependency,small,controlled_full_protocol,python,8,,1,False,20.832098100043368,0.21922269999049604,1.6728979999898002,18.339043999963906,0.43115310004213825,0.0,0.0,0.0,20.443095099995844,0.0,20.443095099995844,0.0,0.10047860001213849
20260713T191425364909Z_C4_AgentsOnly_full_alpha_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_vulnerable_dependency,small,controlled_full_protocol,python,8,,1,True,42.298781499965116,0.20531400002073497,1.5215251999907196,18.292013600002974,0.5463164999964647,1.6115758999949321,19.28056329995161,0.4430838999687694,20.35985529999016,21.33522309991531,41.69507839990547,0.2821076000109315,0.0
