run_id,campaign_id,configuration,repo,size_class,file_count,loc,repetition,pipeline_success,pipeline_time_seconds,build_time_seconds,initial_trivy_seconds,initial_semgrep_seconds,initial_gitleaks_seconds,post_trivy_seconds,post_semgrep_seconds,post_gitleaks_seconds,initial_scanner_time_seconds,post_scanner_time_seconds,total_scanner_time_seconds,remediation_time_seconds,policy_time_seconds
20260713T134246632585Z_C2_AutoScanning_controlled_api_xxl_r2,expanded_20260713_cached_r3,C2_AutoScanning,controlled_api_xxl,xxlarge,208,1016,2,True,8.476597800035961,0.26592839998193085,1.6084698000340723,6.0675739999860525,0.4815597000415437,0.0,0.0,0.0,8.157603500061668,0.0,8.157603500061668,0.0,0.0
20260713T134255415636Z_C3_PolicyOnly_controlled_api_xxl_r2,expanded_20260713_cached_r3,C3_PolicyOnly,controlled_api_xxl,xxlarge,208,1016,2,False,9.2334039999987,0.1721123000024818,1.6108394999755546,6.651032500027213,0.6436517999973148,0.0,0.0,0.0,8.905523800000083,0.0,8.905523800000083,0.0,0.08979300002101809
20260713T134304948408Z_C4_AgentsOnly_controlled_api_xxl_r2,expanded_20260713_cached_r3,C4_AgentsOnly,controlled_api_xxl,xxlarge,208,1016,2,True,16.980155600002035,0.1814670999883674,1.5392166000092402,6.10856760002207,0.4476992000127211,1.4481052000191994,6.460501099994872,0.48101069999393076,8.095483400044031,8.389617000008002,16.485100400052033,0.21205099998041987,0.0
20260713T134322202126Z_C5_SecFlowOps_controlled_api_xxl_r2,expanded_20260713_cached_r3,C5_SecFlowOps,controlled_api_xxl,xxlarge,208,1016,2,True,17.358102899976075,0.18984480004291981,1.4983862999943085,6.633309500000905,0.49321829999098554,1.451385400025174,6.220374900032766,0.43903960002353415,8.6249140999862,8.110799900081474,16.735714000067674,0.22287040000082925,0.10062389995437115
20260713T134339825182Z_C0_BuildOnly_controlled_api_s_r3,expanded_20260713_cached_r3,C0_BuildOnly,controlled_api_s,small,10,122,3,True,0.17716009996365756,0.17392500001005828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260713T134340053610Z_C1_NonBlockingScanning_controlled_api_s_r3,expanded_20260713_cached_r3,C1_NonBlockingScanning,controlled_api_s,small,10,122,3,True,8.366594200022519,0.17759380000643432,1.450222700019367,6.210513999976683,0.47377600002801046,0.0,0.0,0.0,8.134512700024061,0.0,8.134512700024061,0.0,0.0
20260713T134348470898Z_C2_AutoScanning_controlled_api_s_r3,expanded_20260713_cached_r3,C2_AutoScanning,controlled_api_s,small,10,122,3,True,8.037686499999836,0.1895121000125073,1.3185827999841422,6.0335249999770895,0.44640869996510446,0.0,0.0,0.0,7.798516499926336,0.0,7.798516499926336,0.0,0.0
20260713T134356564142Z_C3_PolicyOnly_controlled_api_s_r3,expanded_20260713_cached_r3,C3_PolicyOnly,controlled_api_s,small,10,122,3,False,8.661835100036114,0.2475997000001371,1.4320239999797195,6.207958800019696,0.5808519000420347,0.0,0.0,0.0,8.22083470004145,0.0,8.22083470004145,0.0,0.1209215999697335
20260713T134405288139Z_C4_AgentsOnly_controlled_api_s_r3,expanded_20260713_cached_r3,C4_AgentsOnly,controlled_api_s,small,10,122,3,True,17.13785390002886,0.23218769999220967,1.6981845000409521,6.6115741999819875,0.48413509997772053,1.3156017000437714,5.882526700035669,0.4448000999982469,8.79389380000066,7.642928500077687,16.436822300078347,0.35925629996927455,0.0
20260713T134422518861Z_C5_SecFlowOps_controlled_api_s_r3,expanded_20260713_cached_r3,C5_SecFlowOps,controlled_api_s,small,10,122,3,True,16.79131410003174,0.1837571000214666,1.338347899960354,6.437185199989472,0.4679376999847591,1.3715210999944247,6.146993900008965,0.40290369995636865,8.243470799934585,7.921418699959759,16.164889499894343,0.22774710005614907,0.10346429998753592
