run_id,configuration,repo,scenario,repetition,campaign_id,pipeline_success,pipeline_time_seconds,scanner_time_seconds,tool_failure_count,finding_count_initial,finding_count_residual,residual_critical,residual_high,residual_secret,policy_engine,policy_allow,policy_deny_count,tp_ground_truth,fp_unknown_or_false,fn_ground_truth,precision,recall,false_positive_rate,false_negative_rate,coverage,auto_remediation_rate,patch_success_rate,human_escalation_rate,mttd_seconds,mttr_seconds
20260714T000524717055Z_C1_NonBlockingScanning_full_alpha_sast_reflected_xss_r1,C1_NonBlockingScanning,full_alpha_sast_reflected_xss,sast_reflected_xss,1,zap_enabled_probe_20260714_dynamic,True,37.477792699995916,36.66783769999165,0,24,24,0,2,0,not_applicable,True,0,1,23,1,0.041666666666666664,0.5,0.9583333333333334,0.5,0.5,0.0,0.0,0.0,37.47572,0.0
20260714T000602253373Z_C3_PolicyOnly_full_alpha_sast_reflected_xss_r1,C3_PolicyOnly,full_alpha_sast_reflected_xss,sast_reflected_xss,1,zap_enabled_probe_20260714_dynamic,True,36.8184639000101,35.92548649996752,0,23,23,0,2,0,opa,True,0,1,22,1,0.043478260869565216,0.5,0.9565217391304348,0.5,0.5,0.0,0.0,0.0,36.69874,0.0
