run_id,campaign_id,configuration,repo,size_class,origin_type,stack,file_count,loc,repetition,pipeline_success,pipeline_time_seconds,build_time_seconds,initial_trivy_seconds,initial_semgrep_seconds,initial_gitleaks_seconds,post_trivy_seconds,post_semgrep_seconds,post_gitleaks_seconds,initial_scanner_time_seconds,post_scanner_time_seconds,total_scanner_time_seconds,remediation_time_seconds,policy_time_seconds
20260713T174742117192Z_C1_NonBlockingScanning_injected_requests_r1,injected_external_20260713_r3_precise,C1_NonBlockingScanning,injected_requests,unknown,injected_external_real_base,python;pip;docker;kubernetes,136,19544,1,True,21.12059979996411,0.06458360003307462,2.9608502000337467,17.12907720002113,0.875235999992583,0.0,0.0,0.0,20.96516340004746,0.0,20.96516340004746,0.0,0.0
20260713T174803516541Z_C4_AgentsOnly_injected_requests_r1,injected_external_20260713_r3_precise,C4_AgentsOnly,injected_requests,unknown,injected_external_real_base,python;pip;docker;kubernetes,136,19544,1,True,36.501936300017405,0.06550819997210056,2.3122527000377886,16.11999050003942,0.6001573000103235,1.5883561000227928,14.039953499974217,0.5104559999890625,19.032400500087533,16.138765599986073,35.171166100073606,1.140790699981153,0.0
20260713T174840287622Z_C5_SecFlowOps_injected_requests_r1,injected_external_20260713_r3_precise,C5_SecFlowOps,injected_requests,unknown,injected_external_real_base,python;pip;docker;kubernetes,136,19544,1,True,34.09004300000379,0.05178209999576211,1.8475773999816738,13.88947360002203,0.5645297999726608,1.6474582999944687,14.279578900022898,0.4893766999593936,16.301580799976364,16.41641389997676,32.717994699953124,1.0894060000427999,0.11270699999295175
20260713T174914593697Z_C1_NonBlockingScanning_injected_flask_r1,injected_external_20260713_r3_precise,C1_NonBlockingScanning,injected_flask,unknown,injected_external_real_base,python;pip;docker;kubernetes,242,36516,1,True,18.179139800020494,0.04736389999743551,2.942699300008826,14.579282400023658,0.544026599964127,0.0,0.0,0.0,18.06600829999661,0.0,18.06600829999661,0.0,0.0
20260713T174933104500Z_C4_AgentsOnly_injected_flask_r1,injected_external_20260713_r3_precise,C4_AgentsOnly,injected_flask,unknown,injected_external_real_base,python;pip;docker;kubernetes,242,36516,1,True,35.45967339997878,0.04643909999867901,2.0951782999909483,14.831624599988572,0.5207650999655016,1.5232054999796674,14.909695000038482,0.6314683000091463,17.447567999945022,17.064368800027296,34.51193679997232,0.7931938999681734,0.0
20260713T175008883149Z_C5_SecFlowOps_injected_flask_r1,injected_external_20260713_r3_precise,C5_SecFlowOps,injected_flask,unknown,injected_external_real_base,python;pip;docker;kubernetes,242,36516,1,True,34.46064499998465,0.05485729995416477,2.278979700000491,14.949436900031287,0.5269834999926388,1.5969186999718659,13.481183399970178,0.5048411000170745,17.755400100024417,15.582943199959118,33.338343299983535,0.8402905999682844,0.099905300012324
20260713T175043704075Z_C1_NonBlockingScanning_injected_express_r1,injected_external_20260713_r3_precise,C1_NonBlockingScanning,injected_express,unknown,injected_external_real_base,javascript;npm;python;pip;docker;kubernetes,219,26780,1,True,17.181593900022563,0.046591299993451685,1.5896157000097446,14.842967700038571,0.6444968999712728,0.0,0.0,0.0,17.07708030001959,0.0,17.07708030001959,0.0,0.0
20260713T175101206846Z_C4_AgentsOnly_injected_express_r1,injected_external_20260713_r3_precise,C4_AgentsOnly,injected_express,unknown,injected_external_real_base,javascript;npm;python;pip;docker;kubernetes,219,26780,1,True,34.182803399977274,0.04556520003825426,1.6342150999698788,15.295890800014604,0.6487673999508843,1.4355681999586523,14.514700900006574,0.4417975000105798,17.578873299935367,16.392066599975806,33.97093989991117,0.04188089998206124,0.0
20260713T175135692552Z_C5_SecFlowOps_injected_express_r1,injected_external_20260713_r3_precise,C5_SecFlowOps,injected_express,unknown,injected_external_real_base,javascript;npm;python;pip;docker;kubernetes,219,26780,1,True,35.49588369997218,0.10167050000745803,2.1334225999889895,16.353133199969307,0.6138366999803111,1.6453438999596983,13.91551179997623,0.44699929998023435,19.100392499938607,16.007854999916162,35.10824749985477,0.030913099995814264,0.10537689999910071
20260713T175211547870Z_C1_NonBlockingScanning_injected_requests_r2,injected_external_20260713_r3_precise,C1_NonBlockingScanning,injected_requests,unknown,injected_external_real_base,python;pip;docker;kubernetes,136,19544,2,True,17.33104529994307,0.0440453999908641,1.9394912999705411,14.626586999977008,0.6617991999955848,0.0,0.0,0.0,17.227877499943133,0.0,17.227877499943133,0.0,0.0
20260713T175229089281Z_C4_AgentsOnly_injected_requests_r2,injected_external_20260713_r3_precise,C4_AgentsOnly,injected_requests,unknown,injected_external_real_base,python;pip;docker;kubernetes,136,19544,2,True,37.360581399989314,0.04407880001235753,1.8183606000384316,14.94242859998485,0.9414156000129879,2.0540343000320718,14.90989880001871,0.9356898000114597,17.70220480003627,17.89962290006224,35.60182770009851,1.5713639000314288,0.0
20260713T175306643865Z_C5_SecFlowOps_injected_requests_r2,injected_external_20260713_r3_precise,C5_SecFlowOps,injected_requests,unknown,injected_external_real_base,python;pip;docker;kubernetes,136,19544,2,True,35.13345580000896,0.05593630002113059,2.2221944999764673,15.015186499978881,0.48708849999820814,1.7652909000171348,13.856398799980525,0.46918279997771606,17.724469499953557,16.090872499975376,33.81534199992893,1.042423199978657,0.09470359998522326
20260713T175342086757Z_C1_NonBlockingScanning_injected_flask_r2,injected_external_20260713_r3_precise,C1_NonBlockingScanning,injected_flask,unknown,injected_external_real_base,python;pip;docker;kubernetes,242,36516,2,True,18.174269600014668,0.049932300054933876,2.1207619999768212,15.422540100000333,0.5208013000083156,0.0,0.0,0.0,18.06410339998547,0.0,18.06410339998547,0.0,0.0
20260713T175400618309Z_C4_AgentsOnly_injected_flask_r2,injected_external_20260713_r3_precise,C4_AgentsOnly,injected_flask,unknown,injected_external_real_base,python;pip;docker;kubernetes,242,36516,2,True,34.41214629996102,0.053987300023436546,2.066111100022681,14.440925399947446,0.49970870005199686,1.5160717999679036,14.355043200019281,0.5161951999762096,17.006745200022124,16.387310199963395,33.39405539998552,0.8546968000009656,0.0
20260713T175435341981Z_C5_SecFlowOps_injected_flask_r2,injected_external_20260713_r3_precise,C5_SecFlowOps,injected_flask,unknown,injected_external_real_base,python;pip;docker;kubernetes,242,36516,2,True,36.40698189998511,0.05037009995430708,2.4164970999700017,14.831661699980032,0.4967320999712683,1.4642924999934621,15.605450500035658,0.5355415000231005,17.7448908999213,17.60528450005222,35.35017539997352,0.781220700009726,0.09727210004348308
20260713T175512069274Z_C1_NonBlockingScanning_injected_express_r2,injected_external_20260713_r3_precise,C1_NonBlockingScanning,injected_express,unknown,injected_external_real_base,javascript;npm;python;pip;docker;kubernetes,219,26780,2,True,17.29188749997411,0.04988729994511232,1.6613343000062741,14.898384000000078,0.6254440000047907,0.0,0.0,0.0,17.185162300011143,0.0,17.185162300011143,0.0,0.0
20260713T175529748266Z_C4_AgentsOnly_injected_express_r2,injected_external_20260713_r3_precise,C4_AgentsOnly,injected_express,unknown,injected_external_real_base,javascript;npm;python;pip;docker;kubernetes,219,26780,2,True,35.42934370000148,0.04754719999618828,1.839300199993886,15.595522499992512,0.7176693999790587,2.0372282000025734,14.481573499972,0.5217736999620683,18.152492099965457,17.040575399936642,35.1930674999021,0.046040099987294525,0.0
20260713T175605541555Z_C5_SecFlowOps_injected_express_r2,injected_external_20260713_r3_precise,C5_SecFlowOps,injected_express,unknown,injected_external_real_base,javascript;npm;python;pip;docker;kubernetes,219,26780,2,True,33.810738099971786,0.05599289998644963,1.9045537000056356,15.209895300038625,0.6033077999600209,1.376557799987495,13.944347299984656,0.45866920001572,17.71775680000428,15.779574299987871,33.49733109999215,0.03449170000385493,0.10500360000878572
20260713T175639761874Z_C1_NonBlockingScanning_injected_requests_r3,injected_external_20260713_r3_precise,C1_NonBlockingScanning,injected_requests,unknown,injected_external_real_base,python;pip;docker;kubernetes,136,19544,3,True,16.87416259996826,0.051965099992230535,2.064712699968368,14.03121420001844,0.6612436000141315,0.0,0.0,0.0,16.75717050000094,0.0,16.75717050000094,0.0,0.0
20260713T175656839249Z_C4_AgentsOnly_injected_requests_r3,injected_external_20260713_r3_precise,C4_AgentsOnly,injected_requests,unknown,injected_external_real_base,python;pip;docker;kubernetes,136,19544,3,True,35.0823332000291,0.04407780000474304,1.9959866999997757,14.212329300004058,0.5276880999444984,1.8155639999895357,14.760905100032687,0.5215192000032403,16.73600409994833,17.097988300025463,33.833992399973795,1.0870962000335567,0.0
20260713T175732145328Z_C5_SecFlowOps_injected_requests_r3,injected_external_20260713_r3_precise,C5_SecFlowOps,injected_requests,unknown,injected_external_real_base,python;pip;docker;kubernetes,136,19544,3,True,36.75619169999845,0.044617799983825535,1.9507727000163868,15.328765099984594,0.5307181000243872,1.6140893999836408,15.310296099982224,0.6108768999692984,17.810255900025368,17.535262399935164,35.34551829996053,1.121018300007563,0.11390719999326393
20260713T175809131286Z_C1_NonBlockingScanning_injected_flask_r3,injected_external_20260713_r3_precise,C1_NonBlockingScanning,injected_flask,unknown,injected_external_real_base,python;pip;docker;kubernetes,242,36516,3,True,18.710274500015657,0.05401939997682348,2.3083216000231914,15.711671400000341,0.56648259999929,0.0,0.0,0.0,18.586475600022823,0.0,18.586475600022823,0.0,0.0
20260713T175828237284Z_C4_AgentsOnly_injected_flask_r3,injected_external_20260713_r3_precise,C4_AgentsOnly,injected_flask,unknown,injected_external_real_base,python;pip;docker;kubernetes,242,36516,3,True,37.09905509999953,0.04644519998691976,2.328680099977646,15.52185450005345,0.6034563000430353,1.8257638000068255,15.021952500042971,0.707449399982579,18.453990900074132,17.555165700032376,36.00915660010651,0.9129348000278696,0.0
20260713T175905739303Z_C5_SecFlowOps_injected_flask_r3,injected_external_20260713_r3_precise,C5_SecFlowOps,injected_flask,unknown,injected_external_real_base,python;pip;docker;kubernetes,242,36516,3,True,37.252789100049995,0.06971079995855689,2.6966691000270657,15.62603849999141,0.5433898000046611,1.9169273999868892,14.74222070001997,0.5590958999819122,18.866097400023136,17.218243999988772,36.08434140001191,0.864227399986703,0.10061180003685877
20260713T175943476079Z_C1_NonBlockingScanning_injected_express_r3,injected_external_20260713_r3_precise,C1_NonBlockingScanning,injected_express,unknown,injected_external_real_base,javascript;npm;python;pip;docker;kubernetes,219,26780,3,True,18.531905099982396,0.047329100023489445,1.8694623000337742,15.88382809999166,0.6710199000081047,0.0,0.0,0.0,18.42431030003354,0.0,18.42431030003354,0.0,0.0
20260713T180002375112Z_C4_AgentsOnly_injected_express_r3,injected_external_20260713_r3_precise,C4_AgentsOnly,injected_express,unknown,injected_external_real_base,javascript;npm;python;pip;docker;kubernetes,219,26780,3,True,36.83719419996487,0.0565426999819465,2.109716599981766,16.851957399980165,0.7487333999597467,1.5135589000419714,14.749710600008257,0.626620199996978,19.710407399921678,16.889889700047206,36.600297099968884,0.04279650002717972,0.0
20260713T180039560524Z_C5_SecFlowOps_injected_express_r3,injected_external_20260713_r3_precise,C5_SecFlowOps,injected_express,unknown,injected_external_real_base,javascript;npm;python;pip;docker;kubernetes,219,26780,3,True,36.26801429997431,0.08350870001595467,1.8329042999539524,15.846683099982329,0.8519084999570623,1.8159753999789245,15.056776400015224,0.48006219998933375,18.531495899893343,17.352813999983482,35.884309899876826,0.044497599999886006,0.11231280001811683
