configuration_id,configuration_name,repo,scenario,repetition,planned_for_smoke,planned_for_full_study,notes
C3,C3_PolicyOnly,full_gamma_fake_secret,fake_secret,1,false,true,full protocol gamma fake_secret
C4,C4_AgentsOnly,full_gamma_fake_secret,fake_secret,1,false,true,full protocol gamma fake_secret
C5,C5_SecFlowOps,full_gamma_fake_secret,fake_secret,1,false,true,full protocol gamma fake_secret
C0,C0_BuildOnly,full_gamma_fake_secret,fake_secret,2,false,true,full protocol gamma fake_secret
C1,C1_NonBlockingScanning,full_gamma_fake_secret,fake_secret,2,false,true,full protocol gamma fake_secret
C2,C2_AutoScanning,full_gamma_fake_secret,fake_secret,2,false,true,full protocol gamma fake_secret
C3,C3_PolicyOnly,full_gamma_fake_secret,fake_secret,2,false,true,full protocol gamma fake_secret
C4,C4_AgentsOnly,full_gamma_fake_secret,fake_secret,2,false,true,full protocol gamma fake_secret
C5,C5_SecFlowOps,full_gamma_fake_secret,fake_secret,2,false,true,full protocol gamma fake_secret
C0,C0_BuildOnly,full_gamma_fake_secret,fake_secret,3,false,true,full protocol gamma fake_secret
C1,C1_NonBlockingScanning,full_gamma_fake_secret,fake_secret,3,false,true,full protocol gamma fake_secret
C2,C2_AutoScanning,full_gamma_fake_secret,fake_secret,3,false,true,full protocol gamma fake_secret
C3,C3_PolicyOnly,full_gamma_fake_secret,fake_secret,3,false,true,full protocol gamma fake_secret
C4,C4_AgentsOnly,full_gamma_fake_secret,fake_secret,3,false,true,full protocol gamma fake_secret
C5,C5_SecFlowOps,full_gamma_fake_secret,fake_secret,3,false,true,full protocol gamma fake_secret
C0,C0_BuildOnly,full_gamma_sast_reflected_xss,sast_reflected_xss,1,false,true,full protocol gamma sast_reflected_xss
C1,C1_NonBlockingScanning,full_gamma_sast_reflected_xss,sast_reflected_xss,1,false,true,full protocol gamma sast_reflected_xss
C2,C2_AutoScanning,full_gamma_sast_reflected_xss,sast_reflected_xss,1,false,true,full protocol gamma sast_reflected_xss
C3,C3_PolicyOnly,full_gamma_sast_reflected_xss,sast_reflected_xss,1,false,true,full protocol gamma sast_reflected_xss
C4,C4_AgentsOnly,full_gamma_sast_reflected_xss,sast_reflected_xss,1,false,true,full protocol gamma sast_reflected_xss
C5,C5_SecFlowOps,full_gamma_sast_reflected_xss,sast_reflected_xss,1,false,true,full protocol gamma sast_reflected_xss
C0,C0_BuildOnly,full_gamma_sast_reflected_xss,sast_reflected_xss,2,false,true,full protocol gamma sast_reflected_xss
C1,C1_NonBlockingScanning,full_gamma_sast_reflected_xss,sast_reflected_xss,2,false,true,full protocol gamma sast_reflected_xss
C2,C2_AutoScanning,full_gamma_sast_reflected_xss,sast_reflected_xss,2,false,true,full protocol gamma sast_reflected_xss
C3,C3_PolicyOnly,full_gamma_sast_reflected_xss,sast_reflected_xss,2,false,true,full protocol gamma sast_reflected_xss
C4,C4_AgentsOnly,full_gamma_sast_reflected_xss,sast_reflected_xss,2,false,true,full protocol gamma sast_reflected_xss
C5,C5_SecFlowOps,full_gamma_sast_reflected_xss,sast_reflected_xss,2,false,true,full protocol gamma sast_reflected_xss
C0,C0_BuildOnly,full_gamma_sast_reflected_xss,sast_reflected_xss,3,false,true,full protocol gamma sast_reflected_xss
C1,C1_NonBlockingScanning,full_gamma_sast_reflected_xss,sast_reflected_xss,3,false,true,full protocol gamma sast_reflected_xss
C2,C2_AutoScanning,full_gamma_sast_reflected_xss,sast_reflected_xss,3,false,true,full protocol gamma sast_reflected_xss
C3,C3_PolicyOnly,full_gamma_sast_reflected_xss,sast_reflected_xss,3,false,true,full protocol gamma sast_reflected_xss
C4,C4_AgentsOnly,full_gamma_sast_reflected_xss,sast_reflected_xss,3,false,true,full protocol gamma sast_reflected_xss
C5,C5_SecFlowOps,full_gamma_sast_reflected_xss,sast_reflected_xss,3,false,true,full protocol gamma sast_reflected_xss
C0,C0_BuildOnly,full_gamma_sast_sql_injection,sast_sql_injection,1,false,true,full protocol gamma sast_sql_injection
C1,C1_NonBlockingScanning,full_gamma_sast_sql_injection,sast_sql_injection,1,false,true,full protocol gamma sast_sql_injection
C2,C2_AutoScanning,full_gamma_sast_sql_injection,sast_sql_injection,1,false,true,full protocol gamma sast_sql_injection
C3,C3_PolicyOnly,full_gamma_sast_sql_injection,sast_sql_injection,1,false,true,full protocol gamma sast_sql_injection
C4,C4_AgentsOnly,full_gamma_sast_sql_injection,sast_sql_injection,1,false,true,full protocol gamma sast_sql_injection
C5,C5_SecFlowOps,full_gamma_sast_sql_injection,sast_sql_injection,1,false,true,full protocol gamma sast_sql_injection
C0,C0_BuildOnly,full_gamma_sast_sql_injection,sast_sql_injection,2,false,true,full protocol gamma sast_sql_injection
C1,C1_NonBlockingScanning,full_gamma_sast_sql_injection,sast_sql_injection,2,false,true,full protocol gamma sast_sql_injection
C2,C2_AutoScanning,full_gamma_sast_sql_injection,sast_sql_injection,2,false,true,full protocol gamma sast_sql_injection
C3,C3_PolicyOnly,full_gamma_sast_sql_injection,sast_sql_injection,2,false,true,full protocol gamma sast_sql_injection
C4,C4_AgentsOnly,full_gamma_sast_sql_injection,sast_sql_injection,2,false,true,full protocol gamma sast_sql_injection
C5,C5_SecFlowOps,full_gamma_sast_sql_injection,sast_sql_injection,2,false,true,full protocol gamma sast_sql_injection
C0,C0_BuildOnly,full_gamma_sast_sql_injection,sast_sql_injection,3,false,true,full protocol gamma sast_sql_injection
C1,C1_NonBlockingScanning,full_gamma_sast_sql_injection,sast_sql_injection,3,false,true,full protocol gamma sast_sql_injection
C2,C2_AutoScanning,full_gamma_sast_sql_injection,sast_sql_injection,3,false,true,full protocol gamma sast_sql_injection
C3,C3_PolicyOnly,full_gamma_sast_sql_injection,sast_sql_injection,3,false,true,full protocol gamma sast_sql_injection
C4,C4_AgentsOnly,full_gamma_sast_sql_injection,sast_sql_injection,3,false,true,full protocol gamma sast_sql_injection
C5,C5_SecFlowOps,full_gamma_sast_sql_injection,sast_sql_injection,3,false,true,full protocol gamma sast_sql_injection
C0,C0_BuildOnly,full_gamma_docker_misconfiguration,docker_misconfiguration,1,false,true,full protocol gamma docker_misconfiguration
C1,C1_NonBlockingScanning,full_gamma_docker_misconfiguration,docker_misconfiguration,1,false,true,full protocol gamma docker_misconfiguration
C2,C2_AutoScanning,full_gamma_docker_misconfiguration,docker_misconfiguration,1,false,true,full protocol gamma docker_misconfiguration
C3,C3_PolicyOnly,full_gamma_docker_misconfiguration,docker_misconfiguration,1,false,true,full protocol gamma docker_misconfiguration
C4,C4_AgentsOnly,full_gamma_docker_misconfiguration,docker_misconfiguration,1,false,true,full protocol gamma docker_misconfiguration
C5,C5_SecFlowOps,full_gamma_docker_misconfiguration,docker_misconfiguration,1,false,true,full protocol gamma docker_misconfiguration
C0,C0_BuildOnly,full_gamma_docker_misconfiguration,docker_misconfiguration,2,false,true,full protocol gamma docker_misconfiguration
C1,C1_NonBlockingScanning,full_gamma_docker_misconfiguration,docker_misconfiguration,2,false,true,full protocol gamma docker_misconfiguration
C2,C2_AutoScanning,full_gamma_docker_misconfiguration,docker_misconfiguration,2,false,true,full protocol gamma docker_misconfiguration
C3,C3_PolicyOnly,full_gamma_docker_misconfiguration,docker_misconfiguration,2,false,true,full protocol gamma docker_misconfiguration
C4,C4_AgentsOnly,full_gamma_docker_misconfiguration,docker_misconfiguration,2,false,true,full protocol gamma docker_misconfiguration
C5,C5_SecFlowOps,full_gamma_docker_misconfiguration,docker_misconfiguration,2,false,true,full protocol gamma docker_misconfiguration
C0,C0_BuildOnly,full_gamma_docker_misconfiguration,docker_misconfiguration,3,false,true,full protocol gamma docker_misconfiguration
C1,C1_NonBlockingScanning,full_gamma_docker_misconfiguration,docker_misconfiguration,3,false,true,full protocol gamma docker_misconfiguration
C2,C2_AutoScanning,full_gamma_docker_misconfiguration,docker_misconfiguration,3,false,true,full protocol gamma docker_misconfiguration
C3,C3_PolicyOnly,full_gamma_docker_misconfiguration,docker_misconfiguration,3,false,true,full protocol gamma docker_misconfiguration
C4,C4_AgentsOnly,full_gamma_docker_misconfiguration,docker_misconfiguration,3,false,true,full protocol gamma docker_misconfiguration
C5,C5_SecFlowOps,full_gamma_docker_misconfiguration,docker_misconfiguration,3,false,true,full protocol gamma docker_misconfiguration
C0,C0_BuildOnly,full_gamma_k8s_misconfiguration,k8s_misconfiguration,1,false,true,full protocol gamma k8s_misconfiguration
C1,C1_NonBlockingScanning,full_gamma_k8s_misconfiguration,k8s_misconfiguration,1,false,true,full protocol gamma k8s_misconfiguration
C2,C2_AutoScanning,full_gamma_k8s_misconfiguration,k8s_misconfiguration,1,false,true,full protocol gamma k8s_misconfiguration
C3,C3_PolicyOnly,full_gamma_k8s_misconfiguration,k8s_misconfiguration,1,false,true,full protocol gamma k8s_misconfiguration
C4,C4_AgentsOnly,full_gamma_k8s_misconfiguration,k8s_misconfiguration,1,false,true,full protocol gamma k8s_misconfiguration
C5,C5_SecFlowOps,full_gamma_k8s_misconfiguration,k8s_misconfiguration,1,false,true,full protocol gamma k8s_misconfiguration
C0,C0_BuildOnly,full_gamma_k8s_misconfiguration,k8s_misconfiguration,2,false,true,full protocol gamma k8s_misconfiguration
C1,C1_NonBlockingScanning,full_gamma_k8s_misconfiguration,k8s_misconfiguration,2,false,true,full protocol gamma k8s_misconfiguration
C2,C2_AutoScanning,full_gamma_k8s_misconfiguration,k8s_misconfiguration,2,false,true,full protocol gamma k8s_misconfiguration
C3,C3_PolicyOnly,full_gamma_k8s_misconfiguration,k8s_misconfiguration,2,false,true,full protocol gamma k8s_misconfiguration
C4,C4_AgentsOnly,full_gamma_k8s_misconfiguration,k8s_misconfiguration,2,false,true,full protocol gamma k8s_misconfiguration
C5,C5_SecFlowOps,full_gamma_k8s_misconfiguration,k8s_misconfiguration,2,false,true,full protocol gamma k8s_misconfiguration
C0,C0_BuildOnly,full_gamma_k8s_misconfiguration,k8s_misconfiguration,3,false,true,full protocol gamma k8s_misconfiguration
C1,C1_NonBlockingScanning,full_gamma_k8s_misconfiguration,k8s_misconfiguration,3,false,true,full protocol gamma k8s_misconfiguration
C2,C2_AutoScanning,full_gamma_k8s_misconfiguration,k8s_misconfiguration,3,false,true,full protocol gamma k8s_misconfiguration
C3,C3_PolicyOnly,full_gamma_k8s_misconfiguration,k8s_misconfiguration,3,false,true,full protocol gamma k8s_misconfiguration
C4,C4_AgentsOnly,full_gamma_k8s_misconfiguration,k8s_misconfiguration,3,false,true,full protocol gamma k8s_misconfiguration
C5,C5_SecFlowOps,full_gamma_k8s_misconfiguration,k8s_misconfiguration,3,false,true,full protocol gamma k8s_misconfiguration
C0,C0_BuildOnly,full_gamma_multi_layer,multi_layer,1,false,true,full protocol gamma multi_layer
C1,C1_NonBlockingScanning,full_gamma_multi_layer,multi_layer,1,false,true,full protocol gamma multi_layer
C2,C2_AutoScanning,full_gamma_multi_layer,multi_layer,1,false,true,full protocol gamma multi_layer
C3,C3_PolicyOnly,full_gamma_multi_layer,multi_layer,1,false,true,full protocol gamma multi_layer
C4,C4_AgentsOnly,full_gamma_multi_layer,multi_layer,1,false,true,full protocol gamma multi_layer
C5,C5_SecFlowOps,full_gamma_multi_layer,multi_layer,1,false,true,full protocol gamma multi_layer
C0,C0_BuildOnly,full_gamma_multi_layer,multi_layer,2,false,true,full protocol gamma multi_layer
C1,C1_NonBlockingScanning,full_gamma_multi_layer,multi_layer,2,false,true,full protocol gamma multi_layer
C2,C2_AutoScanning,full_gamma_multi_layer,multi_layer,2,false,true,full protocol gamma multi_layer
C3,C3_PolicyOnly,full_gamma_multi_layer,multi_layer,2,false,true,full protocol gamma multi_layer
C4,C4_AgentsOnly,full_gamma_multi_layer,multi_layer,2,false,true,full protocol gamma multi_layer
C5,C5_SecFlowOps,full_gamma_multi_layer,multi_layer,2,false,true,full protocol gamma multi_layer
C0,C0_BuildOnly,full_gamma_multi_layer,multi_layer,3,false,true,full protocol gamma multi_layer
C1,C1_NonBlockingScanning,full_gamma_multi_layer,multi_layer,3,false,true,full protocol gamma multi_layer
C2,C2_AutoScanning,full_gamma_multi_layer,multi_layer,3,false,true,full protocol gamma multi_layer
C3,C3_PolicyOnly,full_gamma_multi_layer,multi_layer,3,false,true,full protocol gamma multi_layer
C4,C4_AgentsOnly,full_gamma_multi_layer,multi_layer,3,false,true,full protocol gamma multi_layer
C5,C5_SecFlowOps,full_gamma_multi_layer,multi_layer,3,false,true,full protocol gamma multi_layer
