run_id,configuration,repo,scenario,repetition,status,metadata_path,notes
20260712T105005764705Z_C0_BuildOnly_sample_api_r1,C0_BuildOnly,sample_api,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T105005764705Z_C0_BuildOnly_sample_api_r1\metadata.json,local
20260712T105006098641Z_C5_SecFlowOps_sample_api_r1,C5_SecFlowOps,sample_api,controlled_multi_layer,1,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T105006098641Z_C5_SecFlowOps_sample_api_r1\metadata.json,local
20260712T105140353090Z_C5_SecFlowOps_sample_api_r1,C5_SecFlowOps,sample_api,controlled_multi_layer,1,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T105140353090Z_C5_SecFlowOps_sample_api_r1\metadata.json,local
20260712T105608616367Z_C5_SecFlowOps_sample_api_r1,C5_SecFlowOps,sample_api,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T105608616367Z_C5_SecFlowOps_sample_api_r1\metadata.json,local
20260712T105736678831Z_C5_SecFlowOps_sample_api_r1,C5_SecFlowOps,sample_api,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T105736678831Z_C5_SecFlowOps_sample_api_r1\metadata.json,local
20260712T105822696702Z_C0_BuildOnly_sample_api_r1,C0_BuildOnly,sample_api,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T105822696702Z_C0_BuildOnly_sample_api_r1\metadata.json,local
20260712T105823009061Z_C1_NonBlockingScanning_sample_api_r1,C1_NonBlockingScanning,sample_api,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T105823009061Z_C1_NonBlockingScanning_sample_api_r1\metadata.json,local
20260712T105830533215Z_C2_AutoScanning_sample_api_r1,C2_AutoScanning,sample_api,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T105830533215Z_C2_AutoScanning_sample_api_r1\metadata.json,local
20260712T105837975118Z_C3_PolicyOnly_sample_api_r1,C3_PolicyOnly,sample_api,controlled_multi_layer,1,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T105837975118Z_C3_PolicyOnly_sample_api_r1\metadata.json,local
20260712T105845702159Z_C4_AgentsOnly_sample_api_r1,C4_AgentsOnly,sample_api,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T105845702159Z_C4_AgentsOnly_sample_api_r1\metadata.json,local
20260712T105901209480Z_C5_SecFlowOps_sample_api_r1,C5_SecFlowOps,sample_api,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T105901209480Z_C5_SecFlowOps_sample_api_r1\metadata.json,local
20260712T110434042575Z_C0_BuildOnly_sample_api_r1,C0_BuildOnly,sample_api,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T110434042575Z_C0_BuildOnly_sample_api_r1\metadata.json,local
20260712T110434295031Z_C1_NonBlockingScanning_sample_api_r1,C1_NonBlockingScanning,sample_api,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T110434295031Z_C1_NonBlockingScanning_sample_api_r1\metadata.json,local
20260712T110442254478Z_C2_AutoScanning_sample_api_r1,C2_AutoScanning,sample_api,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T110442254478Z_C2_AutoScanning_sample_api_r1\metadata.json,local
20260712T110450151373Z_C3_PolicyOnly_sample_api_r1,C3_PolicyOnly,sample_api,controlled_multi_layer,1,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T110450151373Z_C3_PolicyOnly_sample_api_r1\metadata.json,local
20260712T110457660830Z_C4_AgentsOnly_sample_api_r1,C4_AgentsOnly,sample_api,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T110457660830Z_C4_AgentsOnly_sample_api_r1\metadata.json,local
20260712T110512688557Z_C5_SecFlowOps_sample_api_r1,C5_SecFlowOps,sample_api,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260712T110512688557Z_C5_SecFlowOps_sample_api_r1\metadata.json,local
20260713T132025493520Z_C5_SecFlowOps_controlled_api_s_r1,C5_SecFlowOps,controlled_api_s,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T132025493520Z_C5_SecFlowOps_controlled_api_s_r1\metadata.json,local
20260713T133214380335Z_C5_SecFlowOps_controlled_api_s_r1,C5_SecFlowOps,controlled_api_s,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133214380335Z_C5_SecFlowOps_controlled_api_s_r1\metadata.json,local
20260713T133321231664Z_C0_BuildOnly_controlled_api_s_r1,C0_BuildOnly,controlled_api_s,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133321231664Z_C0_BuildOnly_controlled_api_s_r1\metadata.json,local
20260713T133321489630Z_C1_NonBlockingScanning_controlled_api_s_r1,C1_NonBlockingScanning,controlled_api_s,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133321489630Z_C1_NonBlockingScanning_controlled_api_s_r1\metadata.json,local
20260713T133329523052Z_C2_AutoScanning_controlled_api_s_r1,C2_AutoScanning,controlled_api_s,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133329523052Z_C2_AutoScanning_controlled_api_s_r1\metadata.json,local
20260713T133337566384Z_C3_PolicyOnly_controlled_api_s_r1,C3_PolicyOnly,controlled_api_s,controlled_multi_layer,1,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133337566384Z_C3_PolicyOnly_controlled_api_s_r1\metadata.json,local
20260713T133346179524Z_C4_AgentsOnly_controlled_api_s_r1,C4_AgentsOnly,controlled_api_s,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133346179524Z_C4_AgentsOnly_controlled_api_s_r1\metadata.json,local
20260713T133402638074Z_C5_SecFlowOps_controlled_api_s_r1,C5_SecFlowOps,controlled_api_s,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133402638074Z_C5_SecFlowOps_controlled_api_s_r1\metadata.json,local
20260713T133419737122Z_C0_BuildOnly_controlled_api_m_r1,C0_BuildOnly,controlled_api_m,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133419737122Z_C0_BuildOnly_controlled_api_m_r1\metadata.json,local
20260713T133419998634Z_C1_NonBlockingScanning_controlled_api_m_r1,C1_NonBlockingScanning,controlled_api_m,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133419998634Z_C1_NonBlockingScanning_controlled_api_m_r1\metadata.json,local
20260713T133428050965Z_C2_AutoScanning_controlled_api_m_r1,C2_AutoScanning,controlled_api_m,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133428050965Z_C2_AutoScanning_controlled_api_m_r1\metadata.json,local
20260713T133437027699Z_C3_PolicyOnly_controlled_api_m_r1,C3_PolicyOnly,controlled_api_m,controlled_multi_layer,1,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133437027699Z_C3_PolicyOnly_controlled_api_m_r1\metadata.json,local
20260713T133445529145Z_C4_AgentsOnly_controlled_api_m_r1,C4_AgentsOnly,controlled_api_m,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133445529145Z_C4_AgentsOnly_controlled_api_m_r1\metadata.json,local
20260713T133501674249Z_C5_SecFlowOps_controlled_api_m_r1,C5_SecFlowOps,controlled_api_m,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133501674249Z_C5_SecFlowOps_controlled_api_m_r1\metadata.json,local
20260713T133517746470Z_C0_BuildOnly_controlled_api_l_r1,C0_BuildOnly,controlled_api_l,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133517746470Z_C0_BuildOnly_controlled_api_l_r1\metadata.json,local
20260713T133518024218Z_C1_NonBlockingScanning_controlled_api_l_r1,C1_NonBlockingScanning,controlled_api_l,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133518024218Z_C1_NonBlockingScanning_controlled_api_l_r1\metadata.json,local
20260713T133526230355Z_C2_AutoScanning_controlled_api_l_r1,C2_AutoScanning,controlled_api_l,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133526230355Z_C2_AutoScanning_controlled_api_l_r1\metadata.json,local
20260713T133534001029Z_C3_PolicyOnly_controlled_api_l_r1,C3_PolicyOnly,controlled_api_l,controlled_multi_layer,1,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133534001029Z_C3_PolicyOnly_controlled_api_l_r1\metadata.json,local
20260713T133541861664Z_C4_AgentsOnly_controlled_api_l_r1,C4_AgentsOnly,controlled_api_l,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133541861664Z_C4_AgentsOnly_controlled_api_l_r1\metadata.json,local
20260713T133558266819Z_C5_SecFlowOps_controlled_api_l_r1,C5_SecFlowOps,controlled_api_l,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133558266819Z_C5_SecFlowOps_controlled_api_l_r1\metadata.json,local
20260713T133615164830Z_C0_BuildOnly_controlled_api_xl_r1,C0_BuildOnly,controlled_api_xl,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133615164830Z_C0_BuildOnly_controlled_api_xl_r1\metadata.json,local
20260713T133615571679Z_C1_NonBlockingScanning_controlled_api_xl_r1,C1_NonBlockingScanning,controlled_api_xl,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133615571679Z_C1_NonBlockingScanning_controlled_api_xl_r1\metadata.json,local
20260713T133624245877Z_C2_AutoScanning_controlled_api_xl_r1,C2_AutoScanning,controlled_api_xl,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133624245877Z_C2_AutoScanning_controlled_api_xl_r1\metadata.json,local
20260713T133633115190Z_C3_PolicyOnly_controlled_api_xl_r1,C3_PolicyOnly,controlled_api_xl,controlled_multi_layer,1,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133633115190Z_C3_PolicyOnly_controlled_api_xl_r1\metadata.json,local
20260713T133642472192Z_C4_AgentsOnly_controlled_api_xl_r1,C4_AgentsOnly,controlled_api_xl,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133642472192Z_C4_AgentsOnly_controlled_api_xl_r1\metadata.json,local
20260713T133700361886Z_C5_SecFlowOps_controlled_api_xl_r1,C5_SecFlowOps,controlled_api_xl,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133700361886Z_C5_SecFlowOps_controlled_api_xl_r1\metadata.json,local
20260713T133717958608Z_C0_BuildOnly_controlled_api_xxl_r1,C0_BuildOnly,controlled_api_xxl,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133717958608Z_C0_BuildOnly_controlled_api_xxl_r1\metadata.json,local
20260713T133718425769Z_C1_NonBlockingScanning_controlled_api_xxl_r1,C1_NonBlockingScanning,controlled_api_xxl,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133718425769Z_C1_NonBlockingScanning_controlled_api_xxl_r1\metadata.json,local
20260713T133728119601Z_C2_AutoScanning_controlled_api_xxl_r1,C2_AutoScanning,controlled_api_xxl,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133728119601Z_C2_AutoScanning_controlled_api_xxl_r1\metadata.json,local
20260713T133737774193Z_C3_PolicyOnly_controlled_api_xxl_r1,C3_PolicyOnly,controlled_api_xxl,controlled_multi_layer,1,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133737774193Z_C3_PolicyOnly_controlled_api_xxl_r1\metadata.json,local
20260713T133747553266Z_C4_AgentsOnly_controlled_api_xxl_r1,C4_AgentsOnly,controlled_api_xxl,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133747553266Z_C4_AgentsOnly_controlled_api_xxl_r1\metadata.json,local
20260713T133804616237Z_C5_SecFlowOps_controlled_api_xxl_r1,C5_SecFlowOps,controlled_api_xxl,controlled_multi_layer,1,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133804616237Z_C5_SecFlowOps_controlled_api_xxl_r1\metadata.json,local
20260713T133821354815Z_C0_BuildOnly_controlled_api_s_r2,C0_BuildOnly,controlled_api_s,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133821354815Z_C0_BuildOnly_controlled_api_s_r2\metadata.json,local
20260713T133821621692Z_C1_NonBlockingScanning_controlled_api_s_r2,C1_NonBlockingScanning,controlled_api_s,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133821621692Z_C1_NonBlockingScanning_controlled_api_s_r2\metadata.json,local
20260713T133830169700Z_C2_AutoScanning_controlled_api_s_r2,C2_AutoScanning,controlled_api_s,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133830169700Z_C2_AutoScanning_controlled_api_s_r2\metadata.json,local
20260713T133839254398Z_C3_PolicyOnly_controlled_api_s_r2,C3_PolicyOnly,controlled_api_s,controlled_multi_layer,2,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133839254398Z_C3_PolicyOnly_controlled_api_s_r2\metadata.json,local
20260713T133849107760Z_C4_AgentsOnly_controlled_api_s_r2,C4_AgentsOnly,controlled_api_s,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133849107760Z_C4_AgentsOnly_controlled_api_s_r2\metadata.json,local
20260713T133906146517Z_C5_SecFlowOps_controlled_api_s_r2,C5_SecFlowOps,controlled_api_s,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133906146517Z_C5_SecFlowOps_controlled_api_s_r2\metadata.json,local
20260713T133924225381Z_C0_BuildOnly_controlled_api_m_r2,C0_BuildOnly,controlled_api_m,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133924225381Z_C0_BuildOnly_controlled_api_m_r2\metadata.json,local
20260713T133924633012Z_C1_NonBlockingScanning_controlled_api_m_r2,C1_NonBlockingScanning,controlled_api_m,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133924633012Z_C1_NonBlockingScanning_controlled_api_m_r2\metadata.json,local
20260713T133933194659Z_C2_AutoScanning_controlled_api_m_r2,C2_AutoScanning,controlled_api_m,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133933194659Z_C2_AutoScanning_controlled_api_m_r2\metadata.json,local
20260713T133945407132Z_C3_PolicyOnly_controlled_api_m_r2,C3_PolicyOnly,controlled_api_m,controlled_multi_layer,2,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133945407132Z_C3_PolicyOnly_controlled_api_m_r2\metadata.json,local
20260713T133956694924Z_C4_AgentsOnly_controlled_api_m_r2,C4_AgentsOnly,controlled_api_m,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T133956694924Z_C4_AgentsOnly_controlled_api_m_r2\metadata.json,local
20260713T134016143036Z_C5_SecFlowOps_controlled_api_m_r2,C5_SecFlowOps,controlled_api_m,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134016143036Z_C5_SecFlowOps_controlled_api_m_r2\metadata.json,local
20260713T134032145774Z_C0_BuildOnly_controlled_api_l_r2,C0_BuildOnly,controlled_api_l,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134032145774Z_C0_BuildOnly_controlled_api_l_r2\metadata.json,local
20260713T134032424737Z_C1_NonBlockingScanning_controlled_api_l_r2,C1_NonBlockingScanning,controlled_api_l,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134032424737Z_C1_NonBlockingScanning_controlled_api_l_r2\metadata.json,local
20260713T134040575095Z_C2_AutoScanning_controlled_api_l_r2,C2_AutoScanning,controlled_api_l,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134040575095Z_C2_AutoScanning_controlled_api_l_r2\metadata.json,local
20260713T134048826343Z_C3_PolicyOnly_controlled_api_l_r2,C3_PolicyOnly,controlled_api_l,controlled_multi_layer,2,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134048826343Z_C3_PolicyOnly_controlled_api_l_r2\metadata.json,local
20260713T134057238968Z_C4_AgentsOnly_controlled_api_l_r2,C4_AgentsOnly,controlled_api_l,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134057238968Z_C4_AgentsOnly_controlled_api_l_r2\metadata.json,local
20260713T134113318349Z_C5_SecFlowOps_controlled_api_l_r2,C5_SecFlowOps,controlled_api_l,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134113318349Z_C5_SecFlowOps_controlled_api_l_r2\metadata.json,local
20260713T134131457833Z_C0_BuildOnly_controlled_api_xl_r2,C0_BuildOnly,controlled_api_xl,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134131457833Z_C0_BuildOnly_controlled_api_xl_r2\metadata.json,local
20260713T134131987605Z_C1_NonBlockingScanning_controlled_api_xl_r2,C1_NonBlockingScanning,controlled_api_xl,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134131987605Z_C1_NonBlockingScanning_controlled_api_xl_r2\metadata.json,local
20260713T134141962021Z_C2_AutoScanning_controlled_api_xl_r2,C2_AutoScanning,controlled_api_xl,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134141962021Z_C2_AutoScanning_controlled_api_xl_r2\metadata.json,local
20260713T134151199984Z_C3_PolicyOnly_controlled_api_xl_r2,C3_PolicyOnly,controlled_api_xl,controlled_multi_layer,2,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134151199984Z_C3_PolicyOnly_controlled_api_xl_r2\metadata.json,local
20260713T134200641258Z_C4_AgentsOnly_controlled_api_xl_r2,C4_AgentsOnly,controlled_api_xl,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134200641258Z_C4_AgentsOnly_controlled_api_xl_r2\metadata.json,local
20260713T134218306444Z_C5_SecFlowOps_controlled_api_xl_r2,C5_SecFlowOps,controlled_api_xl,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134218306444Z_C5_SecFlowOps_controlled_api_xl_r2\metadata.json,local
20260713T134236796608Z_C0_BuildOnly_controlled_api_xxl_r2,C0_BuildOnly,controlled_api_xxl,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134236796608Z_C0_BuildOnly_controlled_api_xxl_r2\metadata.json,local
20260713T134237268901Z_C1_NonBlockingScanning_controlled_api_xxl_r2,C1_NonBlockingScanning,controlled_api_xxl,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134237268901Z_C1_NonBlockingScanning_controlled_api_xxl_r2\metadata.json,local
20260713T134246632585Z_C2_AutoScanning_controlled_api_xxl_r2,C2_AutoScanning,controlled_api_xxl,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134246632585Z_C2_AutoScanning_controlled_api_xxl_r2\metadata.json,local
20260713T134255415636Z_C3_PolicyOnly_controlled_api_xxl_r2,C3_PolicyOnly,controlled_api_xxl,controlled_multi_layer,2,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134255415636Z_C3_PolicyOnly_controlled_api_xxl_r2\metadata.json,local
20260713T134304948408Z_C4_AgentsOnly_controlled_api_xxl_r2,C4_AgentsOnly,controlled_api_xxl,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134304948408Z_C4_AgentsOnly_controlled_api_xxl_r2\metadata.json,local
20260713T134322202126Z_C5_SecFlowOps_controlled_api_xxl_r2,C5_SecFlowOps,controlled_api_xxl,controlled_multi_layer,2,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134322202126Z_C5_SecFlowOps_controlled_api_xxl_r2\metadata.json,local
20260713T134339825182Z_C0_BuildOnly_controlled_api_s_r3,C0_BuildOnly,controlled_api_s,controlled_multi_layer,3,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134339825182Z_C0_BuildOnly_controlled_api_s_r3\metadata.json,local
20260713T134340053610Z_C1_NonBlockingScanning_controlled_api_s_r3,C1_NonBlockingScanning,controlled_api_s,controlled_multi_layer,3,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134340053610Z_C1_NonBlockingScanning_controlled_api_s_r3\metadata.json,local
20260713T134348470898Z_C2_AutoScanning_controlled_api_s_r3,C2_AutoScanning,controlled_api_s,controlled_multi_layer,3,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134348470898Z_C2_AutoScanning_controlled_api_s_r3\metadata.json,local
20260713T134356564142Z_C3_PolicyOnly_controlled_api_s_r3,C3_PolicyOnly,controlled_api_s,controlled_multi_layer,3,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134356564142Z_C3_PolicyOnly_controlled_api_s_r3\metadata.json,local
20260713T134405288139Z_C4_AgentsOnly_controlled_api_s_r3,C4_AgentsOnly,controlled_api_s,controlled_multi_layer,3,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134405288139Z_C4_AgentsOnly_controlled_api_s_r3\metadata.json,local
20260713T134422518861Z_C5_SecFlowOps_controlled_api_s_r3,C5_SecFlowOps,controlled_api_s,controlled_multi_layer,3,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134422518861Z_C5_SecFlowOps_controlled_api_s_r3\metadata.json,local
20260713T134439361443Z_C0_BuildOnly_controlled_api_m_r3,C0_BuildOnly,controlled_api_m,controlled_multi_layer,3,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134439361443Z_C0_BuildOnly_controlled_api_m_r3\metadata.json,local
20260713T134439610492Z_C1_NonBlockingScanning_controlled_api_m_r3,C1_NonBlockingScanning,controlled_api_m,controlled_multi_layer,3,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134439610492Z_C1_NonBlockingScanning_controlled_api_m_r3\metadata.json,local
20260713T134448554128Z_C2_AutoScanning_controlled_api_m_r3,C2_AutoScanning,controlled_api_m,controlled_multi_layer,3,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134448554128Z_C2_AutoScanning_controlled_api_m_r3\metadata.json,local
20260713T134456862755Z_C3_PolicyOnly_controlled_api_m_r3,C3_PolicyOnly,controlled_api_m,controlled_multi_layer,3,failed,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134456862755Z_C3_PolicyOnly_controlled_api_m_r3\metadata.json,local
20260713T134505829480Z_C4_AgentsOnly_controlled_api_m_r3,C4_AgentsOnly,controlled_api_m,controlled_multi_layer,3,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134505829480Z_C4_AgentsOnly_controlled_api_m_r3\metadata.json,local
20260713T134522792023Z_C5_SecFlowOps_controlled_api_m_r3,C5_SecFlowOps,controlled_api_m,controlled_multi_layer,3,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134522792023Z_C5_SecFlowOps_controlled_api_m_r3\metadata.json,local
20260713T134542909205Z_C0_BuildOnly_controlled_api_l_r3,C0_BuildOnly,controlled_api_l,controlled_multi_layer,3,success,C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T134542909205Z_C0_BuildOnly_controlled_api_l_r3\metadata.json,local
